NÚM.;AÑO;NIVEL;GÉNERO;GRADO;GRUPO;FECHA NAC;EDAD;NACIONALIDAD;EDO. ORIGEN;MUNICIPIO;NIVEL DE PROCEDENCIA;INGRESO;NIVEL ACTUAL;CATEGORÍA;UNIDAD ACADÉMICA;PROGRAMA EDUCATIVO;SEDE;EDO. SEDE;FECHA DE INGRESO;EDO. CIVIL;PAIS EST;LUGAR BACHILLERATO;INSTITUCIÓN;NUEVO INGRESO;LENGUA;AFRODESCENDIENTE;DISCAPACIDAD;TIPO DISCAPACIDAD
4152;2022;LICENCIATURA;M;4;4;28/12/2003;18;MEXICANA;OAXACA;SAN LUIS AMATLAN, OAX.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;9/06/2021;;;OAXACA;;NI;;;;
4153;2022;LICENCIATURA;M;6;1;29/02/2000;22;MEXICANA;OAXACA;SAN LUIS AMATLAN, OAX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;30/08/2019;;;;;;;;;
4154;2022;LICENCIATURA;H;4;4;14/04/2004;18;MEXICANA;OAXACA;OCOTLAN DE MORELOS, OAX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;20/08/2019;;;MÉXICO;;NI;ZAPOTECO;;;
4155;2022;LICENCIATURA;H;6;1;15/03/2000;22;MEXICANA;MÉXICO;JALTENCO, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;23/08/2019;;;;;;;;;
4156;2022;LICENCIATURA;H;4;3;31/03/2001;21;MEXICANA;OAXACA;MAGDALENA TEQUISISTLAN, OAX.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;9/06/2021;;;OAXACA;;NI;;;SÍ;Discapacidad visual Baja Visión
4157;2022;MEDIO SUPERIOR;M;1;13;4/05/2007;15;MEXICANA;CHIAPAS;SAN CRISTOBAL DE LAS CASAS, CHIS.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2022;;;;;NI;;;;
4158;2022;LICENCIATURA;M;5;2;9/08/2001;21;MEXICANA;OAXACA;MIAHUATLAN DE PORFIRIO DIAZ, OAX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN IRRIGACIÓN;INGENIERO EN IRRIGACIÓN;CHAPINGO;MÉXICO;22/07/2016;;;;;;ZAPOTECO;;;
4159;2022;LICENCIATURA;M;6;6;29/11/2001;20;MEXICANA;MICHOACÁN;URUAPAN, MICH.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;LICENCIATURA EN AGRONOMÍA EN HORTICULTURA PROTEGIDA;CHAPINGO;MÉXICO;2/08/2017;;;;;;;;;
4160;2022;LICENCIATURA;M;4;1;12/01/2004;18;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN AGROECOLOGÍA;INGENIERÍA EN AGROECOLOGÍA;CHAPINGO;MÉXICO;21/08/2019;;;MÉXICO;;NI;;;;
4161;2022;LICENCIATURA;H;4;1;2/01/2004;18;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN IRRIGACIÓN;INGENIERO EN IRRIGACIÓN;CHAPINGO;MÉXICO;5/09/2019;;;MÉXICO;;NI;;;;
4162;2022;LICENCIATURA;M;4;2;7/10/2001;20;MEXICANA;VERACRUZ;TEXHUACAN, VER.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;9/06/2021;;;VERACRUZ;;NI;;;;
4163;2022;LICENCIATURA;H;4;7;7/09/2004;18;MEXICANA;OAXACA;SAN BALTAZAR CHICHICAPAN, OAX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;TRONCO COMÚN DE DICEA;CHAPINGO;MÉXICO;19/08/2019;;;MÉXICO;;NI;ZAPOTECO;;;
4164;2022;LICENCIATURA;M;7;9;21/07/2000;22;MEXICANA;OAXACA;MIAHUATLAN DE PORFIRIO DIAZ, OAX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN COMERCIO INTERNACIONAL;CHAPINGO;MÉXICO;3/08/2018;;;;;;ZAPOTECO;;;
4165;2022;LICENCIATURA;H;4;1;30/08/1999;23;MEXICANA;OAXACA;SANTA MARIA ZANIZA, OAX.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;22/08/2019;;;OAXACA;;RI;;;;
4166;2022;LICENCIATURA;M;4;1;5/03/2003;19;MEXICANA;OAXACA;SAN NICOLAS HIDALGO, OAX.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS FORESTALES;INGENIERO FORESTAL;CHAPINGO;MÉXICO;9/06/2021;;;OAXACA;;NI;;;;
4167;2022;MEDIO SUPERIOR;M;2;11;18/02/2006;16;MEXICANA;OAXACA;MIAHUATLAN DE PORFIRIO DIAZ, OAX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
4168;2022;LICENCIATURA;M;6;7;14/08/2001;21;MEXICANA;VERACRUZ;PAPANTLA, VER.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS FORESTALES;INGENIERÍA EN RESTAURACIÓN FORESTAL;CHAPINGO;MÉXICO;22/08/2019;;;;;;;;;
4169;2022;LICENCIATURA;H;6;5;23/08/2000;22;MEXICANA;OAXACA;SAN PEDRO TOTOLAPAN, OAX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;23/07/2016;;;;;;;;;
4170;2022;MEDIO SUPERIOR;H;2;9;1/07/2005;17;MEXICANA;PUEBLA;SAN FELIPE TEPATLAN, PUE.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;SÍ;;
4171;2022;LICENCIATURA;M;4;1;18/04/2003;19;MEXICANA;OAXACA;SAN AGUSTIN ETLA, OAX.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;CENTRO REGIONAL UNIVERSITARIO SUR, OAXACA;INGENIERÍA EN AGRICULTURA SOSTENIBLE;CRUS;OAXACA;9/06/2021;;;OAXACA;;NI;;SÍ;;
4172;2022;MEDIO SUPERIOR;M;2;4;23/07/2006;16;MEXICANA;HIDALGO;TEZONTEPEC DE ALDAMA, HGO.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
4173;2022;LICENCIATURA;M;6;5;25/08/2000;22;MEXICANA;CHIAPAS;INDEPENDENCIA, LA, CHIS.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;INGENIERÍA EN ECONOMÍA AGRÍCOLA;CHAPINGO;MÉXICO;28/07/2015;;;;;;;;;
4174;2022;LICENCIATURA;M;7;4;12/08/2000;22;MEXICANA;OAXACA;SAN CARLOS YAUTEPEC, OAX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;28/07/2015;;;;;;ZAPOTECO;;;
4175;2022;LICENCIATURA;M;6;3;29/09/2002;20;MEXICANA;OAXACA;SAN CARLOS YAUTEPEC, OAX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS FORESTALES;INGENIERO FORESTAL INDUSTRIAL;CHAPINGO;MÉXICO;2/08/2017;;;;;;ZAPOTECO;;;
4176;2022;LICENCIATURA;H;5;3;16/09/2001;21;MEXICANA;PUEBLA;TECAMACHALCO, PUE.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN ECONOMÍA;CHAPINGO;MÉXICO;12/09/2020;;;;;;;;;
4177;2022;LICENCIATURA;M;6;5;28/03/2001;21;MEXICANA;VERACRUZ;HUAYACOCOTLA, VER.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;23/07/2016;;;;;;;;;
4178;2022;LICENCIATURA;H;6;1;15/07/2002;20;MEXICANA;MÉXICO;ECATEPEC, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN IRRIGACIÓN;INGENIERO EN IRRIGACIÓN;CHAPINGO;MÉXICO;31/07/2017;;;;;;;;;
4179;2022;LICENCIATURA;H;4;2;12/12/2003;18;MEXICANA;HIDALGO;SANTIAGO DE ANAYA, HGO.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;9/06/2021;;;HIDALGO;;NI;;;;
4180;2022;LICENCIATURA;M;4;7;14/12/2002;19;MEXICANA;GUERRERO;ATENANGO DEL RIO, GRO.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;TRONCO COMÚN DE DICEA;CHAPINGO;MÉXICO;9/06/2021;;;GUERRERO;;NI;;SÍ;;
4181;2022;LICENCIATURA;H;4;8;18/10/2003;18;MEXICANA;OAXACA;SANTA MARIA CHILCHOTLA, OAX.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;TRONCO COMÚN DE DICEA;CHAPINGO;MÉXICO;9/06/2021;;;OAXACA;;NI;;SÍ;;
4182;2022;LICENCIATURA;M;7;6;10/04/2001;21;MEXICANA;MÉXICO;TULTITLAN, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;INGENIERÍA EN ECONOMÍA AGRÍCOLA;CHAPINGO;MÉXICO;21/07/2016;;;;;;;;;
4183;2022;LICENCIATURA;H;4;1;4/10/2003;18;MEXICANA;CAMPECHE;CAMPECHE, CAMP.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;CENTRO REGIONAL UNIVERSITARIO DE LA PENÍNSULA DE YUCATÁN;INGENIERÍA EN DESARROLLO AGROFORESTAL;CRUPY;YUCATÁN;9/06/2021;;;CAMPECHE;;NI;;;;
4184;2022;LICENCIATURA;H;6;2;9/03/2001;21;MEXICANA;MÉXICO;CHICOLOAPAN, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;21/07/2016;;;;;;;;;
4185;2022;LICENCIATURA;H;4;1;26/04/2004;18;MEXICANA;GUERRERO;MARTIR DE CUILAPAN, GRO.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERO MECÁNICO AGRÍCOLA;CHAPINGO;MÉXICO;20/08/2019;;;MÉXICO;;NI;;;;
4186;2022;MEDIO SUPERIOR;H;2;6;21/08/2006;16;MEXICANA;HIDALGO;TULANCINGO DE BRAVO, HGO.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
4187;2022;LICENCIATURA;M;5;4;28/10/1998;23;MEXICANA;SAN LUIS POTOSÍ;CIUDAD VALLES, S.L.P.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;12/07/2020;;;;;;HUASTECO;;;
4188;2022;LICENCIATURA;M;4;3;11/05/2003;19;MEXICANA;VERACRUZ;COSOLEACAQUE, VER.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;19/08/2019;;;MÉXICO;;NI;;;;
4189;2022;MEDIO SUPERIOR;H;3;7;10/06/2004;18;MEXICANA;HIDALGO;SAN FELIPE ORIZATLAN, HGO.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;20/08/2019;;;;;;;;;
4190;2022;LICENCIATURA;M;7;2;5/01/1996;26;MEXICANA;OAXACA;SANTIAGO NUYOO, OAX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;3/08/2018;;;;;;;;;
4191;2022;LICENCIATURA;M;4;4;18/02/2002;20;MEXICANA;OAXACA;ZAACHILA, OAX.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;12/07/2020;;;OAXACA;;NI;ZAPOTECO;;;
4192;2022;LICENCIATURA;H;7;5;1/10/1997;24;MEXICANA;HIDALGO;SAN FELIPE ORIZATLAN, HGO.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERÍA MECATRÓNICA AGRÍCOLA;CHAPINGO;MÉXICO;4/08/2017;;;;;;;;;
4193;2022;LICENCIATURA;H;7;5;16/08/1998;24;MEXICANA;GUERRERO;ATENANGO DEL RIO, GRO.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;INGENIERÍA EN ECONOMÍA AGRÍCOLA;CHAPINGO;MÉXICO;6/08/2018;;;;;;;;;
4194;2022;MEDIO SUPERIOR;M;3;15;8/11/2004;17;MEXICANA;SAN LUIS POTOSÍ;RIO VERDE, S.L.P.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;20/08/2019;;;;;;;;;
4195;2022;LICENCIATURA;M;4;2;13/12/2003;18;MEXICANA;MÉXICO;ACOLMAN, MEX.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;TRONCO COMÚN DE DICEA;CHAPINGO;MÉXICO;9/06/2021;;;MÉXICO;;NI;;;;
4196;2022;LICENCIATURA;H;4;3;8/07/2002;20;MEXICANA;VERACRUZ;PAPANTLA, VER.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2017;;;MÉXICO;;NI;;;;
4197;2022;MEDIO SUPERIOR;M;8;20;25/11/2004;17;MEXICANA;VERACRUZ;PAPANTLA, VER.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;CRUO;VERACRUZ;5/08/2022;;;;;NI;;;;
4198;2022;MEDIO SUPERIOR;H;1;1;15/05/2006;16;MEXICANA;MÉXICO;TEXCOCO, MEX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;RI;;;SÍ;Discapacidad física/motriz
4199;2022;LICENCIATURA;M;7;3;1/04/1999;23;MEXICANA;MICHOACÁN;PATZCUARO, MICH.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN SUELOS;INGENIERÍA EN RECURSOS NATURALES RENOVABLES;CHAPINGO;MÉXICO;3/08/2018;;;;;;;;;
4200;2022;MEDIO SUPERIOR;M;3;15;9/09/2005;17;MEXICANA;TLAXCALA;CARMEN,EL, TLAX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/09/2020;;;;;;;;;
4201;2022;LICENCIATURA;M;4;1;16/12/2003;18;MEXICANA;VERACRUZ;MISANTLA, VER.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;CENTRO REGIONAL UNIVERSITARIO ORIENTE, VERACRUZ;INGENIERÍA EN GESTIÓN DE REDES AGROALIMENTARIAS;CRUO;VERACRUZ;9/06/2021;;;VERACRUZ;;NI;;;;
4202;2022;LICENCIATURA;M;6;6;14/02/2001;21;MEXICANA;MÉXICO;TEOTIHUACAN, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;21/07/2016;;;;;;;;;
4203;2022;MEDIO SUPERIOR;H;3;16;15/10/2004;17;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;21/08/2019;;;;;;;;;
